date,filter,text
31 December 2012,starbucks,starbucks's yearly stock price <b>increased</b> by 37%
31 December 2013,starbucks,starbucks's yearly stock price <b>increased</b> by 34%
31 December 2014,starbucks,starbucks's yearly stock price <b>increased</b> by 14%
31 December 2015,starbucks,starbucks's yearly stock price <b>increased</b> by 43%
31 December 2016,starbucks,starbucks's yearly stock price <b>increased</b> by 8%
31 December 2017,starbucks,starbucks's yearly stock price <b>increased</b> by 3%
31 December 2018,starbucks,starbucks's yearly stock price <b>increased</b> by 3%
31 December 2019,starbucks,starbucks's yearly stock price <b>increased</b> by 45%
31 December 2020,starbucks,starbucks's yearly stock price <b>increased</b> by 4%
31 December 2021,starbucks,starbucks's yearly stock price <b>increased</b> by 26%
31 December 2009,aflac,aflac's yearly stock price <b>decreased</b> by 38%
31 December 2010,aflac,aflac's yearly stock price <b>increased</b> by 51%
31 December 2011,aflac,aflac's yearly stock price <b>decreased</b> by 5%
31 December 2012,aflac,aflac's yearly stock price <b>increased</b> by 2%
31 December 2013,aflac,aflac's yearly stock price <b>increased</b> by 28%
31 December 2014,aflac,aflac's yearly stock price <b>increased</b> by 8%
31 December 2015,aflac,aflac's yearly stock price <b>increased</b> by 3%
31 December 2016,aflac,aflac's yearly stock price <b>increased</b> by 13%
31 December 2017,aflac,aflac's yearly stock price <b>increased</b> by 18%
31 December 2018,aflac,aflac's yearly stock price <b>increased</b> by 18%
31 December 2019,aflac,aflac's yearly stock price <b>increased</b> by 17%
31 December 2020,aflac,aflac's yearly stock price <b>decreased</b> by 21%
31 December 2021,aflac,aflac's yearly stock price <b>increased</b> by 17%
31 December 2009,biogen,biogen's yearly stock price <b>decreased</b> by 12%
31 December 2010,biogen,biogen's yearly stock price <b>increased</b> by 15%
31 December 2011,biogen,biogen's yearly stock price <b>increased</b> by 63%
31 December 2012,biogen,biogen's yearly stock price <b>increased</b> by 48%
31 December 2013,biogen,biogen's yearly stock price <b>increased</b> by 58%
31 December 2014,biogen,biogen's yearly stock price <b>increased</b> by 48%
31 December 2015,biogen,biogen's yearly stock price <b>increased</b> by 11%
31 December 2016,biogen,biogen's yearly stock price <b>decreased</b> by 21%
31 December 2017,biogen,biogen's yearly stock price <b>increased</b> by 4%
31 December 2018,biogen,biogen's yearly stock price <b>increased</b> by 8%
31 December 2019,biogen,biogen's yearly stock price <b>decreased</b> by 16%
31 December 2020,biogen,biogen's yearly stock price <b>increased</b> by 8%
31 December 2021,biogen,biogen's yearly stock price <b>decreased</b> by 6%
31 December 2009,mondelezinternational,mondelezinternational's yearly stock price <b>decreased</b> by 10%
31 December 2010,mondelezinternational,mondelezinternational's yearly stock price <b>increased</b> by 20%
31 December 2011,mondelezinternational,mondelezinternational's yearly stock price <b>increased</b> by 17%
31 December 2012,mondelezinternational,mondelezinternational's yearly stock price <b>increased</b> by 20%
31 December 2013,mondelezinternational,mondelezinternational's yearly stock price <b>increased</b> by 21%
31 December 2014,mondelezinternational,mondelezinternational's yearly stock price <b>increased</b> by 19%
31 December 2015,mondelezinternational,mondelezinternational's yearly stock price <b>increased</b> by 16%
31 December 2016,mondelezinternational,mondelezinternational's yearly stock price <b>increased</b> by 7%
31 December 2017,mondelezinternational,mondelezinternational's yearly stock price <b>increased</b> by 3%
31 December 2018,mondelezinternational,mondelezinternational's yearly stock price <b>decreased</b> by 1%
31 December 2019,mondelezinternational,mondelezinternational's yearly stock price <b>increased</b> by 25%
31 December 2020,mondelezinternational,mondelezinternational's yearly stock price <b>increased</b> by 8%
31 December 2021,mondelezinternational,mondelezinternational's yearly stock price <b>increased</b> by 5%
31 December 2009,gartner,gartner's yearly stock price <b>decreased</b> by 23%
31 December 2010,gartner,gartner's yearly stock price <b>increased</b> by 70%
31 December 2011,gartner,gartner's yearly stock price <b>increased</b> by 42%
31 December 2012,gartner,gartner's yearly stock price <b>increased</b> by 17%
31 December 2013,gartner,gartner's yearly stock price <b>increased</b> by 31%
31 December 2014,gartner,gartner's yearly stock price <b>increased</b> by 27%
31 December 2015,gartner,gartner's yearly stock price <b>increased</b> by 17%
31 December 2016,gartner,gartner's yearly stock price <b>increased</b> by 8%
31 December 2017,gartner,gartner's yearly stock price <b>increased</b> by 25%
31 December 2018,gartner,gartner's yearly stock price <b>increased</b> by 17%
31 December 2019,gartner,gartner's yearly stock price <b>increased</b> by 9%
31 December 2020,gartner,gartner's yearly stock price <b>decreased</b> by 12%
31 December 2021,gartner,gartner's yearly stock price <b>increased</b> by 26%
31 December 2009,dish,dish's yearly stock price <b>decreased</b> by 37%
31 December 2010,dish,dish's yearly stock price <b>increased</b> by 34%
31 December 2011,dish,dish's yearly stock price <b>increased</b> by 31%
31 December 2012,dish,dish's yearly stock price <b>increased</b> by 31%
31 December 2013,dish,dish's yearly stock price <b>increased</b> by 41%
31 December 2014,dish,dish's yearly stock price <b>increased</b> by 46%
31 December 2015,dish,dish's yearly stock price <b>increased</b> by 7%
31 December 2016,dish,dish's yearly stock price <b>decreased</b> by 23%
31 December 2017,dish,dish's yearly stock price <b>increased</b> by 13%
31 December 2018,dish,dish's yearly stock price <b>decreased</b> by 39%
31 December 2019,dish,dish's yearly stock price <b>decreased</b> by 5%
31 December 2020,dish,dish's yearly stock price <b>decreased</b> by 10%
31 December 2009,analogdevices,analogdevices's yearly stock price <b>decreased</b> by 7%
31 December 2010,analogdevices,analogdevices's yearly stock price <b>increased</b> by 29%
31 December 2011,analogdevices,analogdevices's yearly stock price <b>increased</b> by 23%
31 December 2012,analogdevices,analogdevices's yearly stock price <b>increased</b> by 9%
31 December 2013,analogdevices,analogdevices's yearly stock price <b>increased</b> by 23%
31 December 2014,analogdevices,analogdevices's yearly stock price <b>increased</b> by 14%
31 December 2015,analogdevices,analogdevices's yearly stock price <b>increased</b> by 19%
31 December 2016,analogdevices,analogdevices's yearly stock price <b>increased</b> by 4%
31 December 2017,analogdevices,analogdevices's yearly stock price <b>increased</b> by 39%
31 December 2018,analogdevices,analogdevices's yearly stock price <b>increased</b> by 15%
31 December 2019,analogdevices,analogdevices's yearly stock price <b>increased</b> by 21%
31 December 2020,analogdevices,analogdevices's yearly stock price <b>increased</b> by 10%
31 December 2021,analogdevices,analogdevices's yearly stock price <b>increased</b> by 33%
31 December 2009,internationalpaper,internationalpaper's yearly stock price <b>decreased</b> by 29%
31 December 2010,internationalpaper,internationalpaper's yearly stock price <b>increased</b> by 50%
31 December 2011,internationalpaper,internationalpaper's yearly stock price <b>increased</b> by 19%
31 December 2012,internationalpaper,internationalpaper's yearly stock price <b>increased</b> by 24%
31 December 2013,internationalpaper,internationalpaper's yearly stock price <b>increased</b> by 41%
31 December 2014,internationalpaper,internationalpaper's yearly stock price <b>increased</b> by 10%
31 December 2015,internationalpaper,internationalpaper's yearly stock price <b>increased</b> by 2%
31 December 2016,internationalpaper,internationalpaper's yearly stock price <b>decreased</b> by 5%
31 December 2017,internationalpaper,internationalpaper's yearly stock price <b>increased</b> by 30%
31 December 2018,internationalpaper,internationalpaper's yearly stock price <b>decreased</b> by 1%
31 December 2019,internationalpaper,internationalpaper's yearly stock price <b>decreased</b> by 12%
31 December 2020,internationalpaper,internationalpaper's yearly stock price <b>decreased</b> by 6%
31 December 2021,internationalpaper,internationalpaper's yearly stock price <b>increased</b> by 30%
31 December 2009,dteenergy,dteenergy's yearly stock price <b>decreased</b> by 11%
31 December 2010,dteenergy,dteenergy's yearly stock price <b>increased</b> by 43%
31 December 2011,dteenergy,dteenergy's yearly stock price <b>increased</b> by 13%
31 December 2012,dteenergy,dteenergy's yearly stock price <b>increased</b> by 22%
31 December 2013,dteenergy,dteenergy's yearly stock price <b>increased</b> by 21%
31 December 2014,dteenergy,dteenergy's yearly stock price <b>increased</b> by 17%
31 December 2015,dteenergy,dteenergy's yearly stock price <b>increased</b> by 10%
31 December 2016,dteenergy,dteenergy's yearly stock price <b>increased</b> by 18%
31 December 2017,dteenergy,dteenergy's yearly stock price <b>increased</b> by 20%
31 December 2018,dteenergy,dteenergy's yearly stock price <b>increased</b> by 4%
31 December 2019,dteenergy,dteenergy's yearly stock price <b>increased</b> by 21%
31 December 2020,dteenergy,dteenergy's yearly stock price <b>decreased</b> by 5%
31 December 2021,dteenergy,dteenergy's yearly stock price <b>increased</b> by 7%
31 December 2009,lasvegassands,lasvegassands's yearly stock price <b>decreased</b> by 79%
31 December 2010,lasvegassands,lasvegassands's yearly stock price <b>increased</b> by 181%
31 December 2011,lasvegassands,lasvegassands's yearly stock price <b>increased</b> by 52%
31 December 2012,lasvegassands,lasvegassands's yearly stock price <b>increased</b> by 9%
31 December 2013,lasvegassands,lasvegassands's yearly stock price <b>increased</b> by 37%
31 December 2014,lasvegassands,lasvegassands's yearly stock price <b>increased</b> by 22%
31 December 2015,lasvegassands,lasvegassands's yearly stock price <b>decreased</b> by 25%
31 December 2016,lasvegassands,lasvegassands's yearly stock price <b>increased</b> by 5%
31 December 2017,lasvegassands,lasvegassands's yearly stock price <b>increased</b> by 26%
31 December 2018,lasvegassands,lasvegassands's yearly stock price <b>increased</b> by 16%
31 December 2019,lasvegassands,lasvegassands's yearly stock price <b>decreased</b> by 6%
31 December 2020,lasvegassands,lasvegassands's yearly stock price <b>decreased</b> by 10%
31 December 2021,lasvegassands,lasvegassands's yearly stock price <b>increased</b> by 6%
31 December 2009,fordmotor,fordmotor's yearly stock price <b>increased</b> by 13%
31 December 2010,fordmotor,fordmotor's yearly stock price <b>increased</b> by 124%
31 December 2011,fordmotor,fordmotor's yearly stock price <b>increased</b> by 2%
31 December 2012,fordmotor,fordmotor's yearly stock price <b>decreased</b> by 16%
31 December 2013,fordmotor,fordmotor's yearly stock price <b>increased</b> by 44%
31 December 2014,fordmotor,fordmotor's yearly stock price <b>increased</b> by 6%
31 December 2015,fordmotor,fordmotor's yearly stock price <b>decreased</b> by 2%
31 December 2016,fordmotor,fordmotor's yearly stock price <b>decreased</b> by 10%
31 December 2017,fordmotor,fordmotor's yearly stock price <b>decreased</b> by 1%
31 December 2018,fordmotor,fordmotor's yearly stock price <b>decreased</b> by 6%
31 December 2019,fordmotor,fordmotor's yearly stock price <b>decreased</b> by 5%
31 December 2020,fordmotor,fordmotor's yearly stock price <b>decreased</b> by 20%
31 December 2021,fordmotor,fordmotor's yearly stock price <b>increased</b> by 51%
31 December 2017,lambweston,lambweston's yearly stock price <b>increased</b> by 34%
31 December 2018,lambweston,lambweston's yearly stock price <b>increased</b> by 50%
31 December 2019,lambweston,lambweston's yearly stock price <b>increased</b> by 8%
31 December 2020,lambweston,lambweston's yearly stock price <b>decreased</b> by 1%
31 December 2021,lambweston,lambweston's yearly stock price <b>increased</b> by 11%
31 December 2010,dollargeneral,dollargeneral's yearly stock price <b>increased</b> by 21%
31 December 2011,dollargeneral,dollargeneral's yearly stock price <b>increased</b> by 22%
31 December 2012,dollargeneral,dollargeneral's yearly stock price <b>increased</b> by 40%
31 December 2013,dollargeneral,dollargeneral's yearly stock price <b>increased</b> by 11%
31 December 2014,dollargeneral,dollargeneral's yearly stock price <b>increased</b> by 13%
31 December 2015,dollargeneral,dollargeneral's yearly stock price <b>increased</b> by 21%
31 December 2016,dollargeneral,dollargeneral's yearly stock price <b>increased</b> by 12%
31 December 2017,dollargeneral,dollargeneral's yearly stock price <b>decreased</b> by 3%
31 December 2018,dollargeneral,dollargeneral's yearly stock price <b>increased</b> by 34%
31 December 2019,dollargeneral,dollargeneral's yearly stock price <b>increased</b> by 37%
